201,注意報,10,大雨注意報,福島市,継続
201,注意報,14,雷注意報,会津若松市,継続
201,注意報,14,雷注意報,郡山市,継続
201,注意報,14,雷注意報,郡山市湖南,継続
201,注意報,14,雷注意報,いわき市,継続
201,注意報,14,雷注意報,白河市,継続
201,注意報,14,雷注意報,須賀川市,継続
201,注意報,14,雷注意報,喜多方市,継続
201,注意報,14,雷注意報,相馬市,継続
201,注意報,10,大雨注意報,二本松市,継続
201,注意報,14,雷注意報,田村市,継続
201,注意報,14,雷注意報,南相馬市,継続
201,注意報,14,雷注意報,伊達市,継続
201,注意報,14,雷注意報,本宮市,継続
201,注意報,14,雷注意報,桑折町,継続
201,注意報,14,雷注意報,国見町,継続
201,注意報,14,雷注意報,川俣町,継続
201,注意報,14,雷注意報,大玉村,継続
201,注意報,14,雷注意報,鏡石町,継続
201,注意報,14,雷注意報,天栄村,継続
201,注意報,14,雷注意報,天栄村湯本,継続
201,注意報,14,雷注意報,下郷町,継続
201,注意報,14,雷注意報,檜枝岐村,継続
201,注意報,14,雷注意報,只見町,継続
201,注意報,14,雷注意報,南会津町,継続
201,注意報,14,雷注意報,北塩原村,継続
201,注意報,14,雷注意報,西会津町,継続
201,注意報,14,雷注意報,磐梯町,継続
201,注意報,14,雷注意報,猪苗代町,継続
201,注意報,14,雷注意報,会津坂下町,継続
201,注意報,14,雷注意報,湯川村,継続
201,注意報,14,雷注意報,柳津町,継続
201,注意報,14,雷注意報,三島町,継続
201,注意報,14,雷注意報,金山町,継続
201,注意報,14,雷注意報,昭和村,継続
201,注意報,14,雷注意報,会津美里町,継続
201,注意報,14,雷注意報,西郷村,継続
201,注意報,14,雷注意報,泉崎村,継続
201,注意報,14,雷注意報,中島村,継続
201,注意報,14,雷注意報,矢吹町,継続
201,注意報,14,雷注意報,棚倉町,継続
201,注意報,14,雷注意報,矢祭町,継続
201,注意報,14,雷注意報,塙町,継続
201,注意報,14,雷注意報,鮫川村,継続
201,注意報,14,雷注意報,石川町,継続
201,注意報,14,雷注意報,玉川村,継続
201,注意報,14,雷注意報,平田村,継続
201,注意報,14,雷注意報,浅川町,継続
201,注意報,14,雷注意報,古殿町,継続
201,注意報,14,雷注意報,三春町,継続
201,注意報,14,雷注意報,小野町,継続
201,注意報,14,雷注意報,広野町,継続
201,注意報,14,雷注意報,楢葉町,継続
201,注意報,14,雷注意報,富岡町,継続
201,注意報,14,雷注意報,川内村,継続
201,注意報,14,雷注意報,大熊町,継続
201,注意報,14,雷注意報,双葉町,継続
201,注意報,14,雷注意報,浪江町,継続
201,注意報,14,雷注意報,葛尾村,継続
201,注意報,14,雷注意報,新地町,継続
201,注意報,14,雷注意報,飯舘村,継続
201,注意報,14,雷注意報,仙台市東部,継続
201,注意報,14,雷注意報,仙台市西部,継続
201,注意報,14,雷注意報,石巻市,継続
201,注意報,14,雷注意報,塩竈市,継続
201,注意報,14,雷注意報,気仙沼市,継続
201,注意報,14,雷注意報,白石市,継続
201,注意報,14,雷注意報,名取市,継続
201,注意報,14,雷注意報,角田市,継続
201,注意報,14,雷注意報,多賀城市,継続
201,注意報,14,雷注意報,岩沼市,継続
201,注意報,14,雷注意報,登米市,継続
201,注意報,14,雷注意報,栗原市東部,継続
201,注意報,14,雷注意報,栗原市西部,継続
201,注意報,14,雷注意報,東松島市,継続
201,注意報,10,大雨注意報,大崎市東部,発表
201,注意報,10,大雨注意報,大崎市西部,発表
201,注意報,14,雷注意報,富谷市,継続
201,注意報,14,雷注意報,蔵王町,継続
201,注意報,14,雷注意報,七ヶ宿町,継続
201,注意報,14,雷注意報,大河原町,継続
201,注意報,14,雷注意報,村田町,継続
201,注意報,14,雷注意報,柴田町,継続
201,注意報,14,雷注意報,川崎町,継続
201,注意報,14,雷注意報,丸森町,継続
201,注意報,14,雷注意報,亘理町,継続
201,注意報,14,雷注意報,山元町,継続
201,注意報,14,雷注意報,松島町,継続
201,注意報,14,雷注意報,七ヶ浜町,継続
201,注意報,14,雷注意報,利府町,継続
201,注意報,14,雷注意報,大和町東部,継続
201,注意報,14,雷注意報,大和町西部,継続
201,注意報,14,雷注意報,大郷町,継続
201,注意報,10,大雨注意報,大衡村,発表
201,注意報,10,大雨注意報,色麻町,発表
201,注意報,10,大雨注意報,加美町,発表
201,注意報,14,雷注意報,涌谷町,継続
201,注意報,14,雷注意報,美里町,継続
201,注意報,14,雷注意報,女川町,継続
201,注意報,14,雷注意報,南三陸町,継続
201,注意報,10,大雨注意報,名古屋市,継続
201,注意報,10,大雨注意報,豊橋市,継続
201,注意報,10,大雨注意報,岡崎市,継続
201,注意報,14,雷注意報,一宮市,継続
201,注意報,10,大雨注意報,瀬戸市,継続
201,注意報,14,雷注意報,半田市,継続
201,注意報,10,大雨注意報,春日井市,発表
201,注意報,10,大雨注意報,豊川市,継続
201,注意報,14,雷注意報,津島市,継続
201,注意報,14,雷注意報,碧南市,継続
201,注意報,14,雷注意報,刈谷市,継続
201,注意報,10,大雨注意報,豊田市西部,継続
201,注意報,10,大雨注意報,豊田市東部,継続
201,注意報,14,雷注意報,安城市,継続
201,注意報,10,大雨注意報,西尾市,継続
201,注意報,10,大雨注意報,蒲郡市,継続
201,注意報,10,大雨注意報,犬山市,継続
201,注意報,14,雷注意報,常滑市,継続
201,注意報,10,大雨注意報,江南市,発表
201,注意報,10,大雨注意報,小牧市,発表
201,注意報,14,雷注意報,稲沢市,継続
201,注意報,10,大雨注意報,新城市,継続
201,注意報,14,雷注意報,東海市,継続
201,注意報,14,雷注意報,大府市,継続
201,注意報,14,雷注意報,知多市,継続
201,注意報,14,雷注意報,知立市,継続
201,注意報,10,大雨注意報,尾張旭市,継続
201,注意報,14,雷注意報,高浜市,継続
201,注意報,14,雷注意報,岩倉市,継続
201,注意報,14,雷注意報,豊明市,継続
201,注意報,14,雷注意報,日進市,継続
201,注意報,10,大雨注意報,田原市,継続
201,注意報,14,雷注意報,愛西市,継続
201,注意報,10,大雨注意報,清須市,発表
201,注意報,10,大雨注意報,北名古屋市,発表
201,注意報,14,雷注意報,弥富市,継続
201,注意報,14,雷注意報,みよし市,継続
201,注意報,14,雷注意報,あま市,継続
201,注意報,14,雷注意報,長久手市,継続
201,注意報,14,雷注意報,東郷町,継続
201,注意報,14,雷注意報,豊山町,継続
201,注意報,14,雷注意報,大口町,継続
201,注意報,10,大雨注意報,扶桑町,継続
201,注意報,14,雷注意報,大治町,継続
201,注意報,14,雷注意報,蟹江町,継続
201,注意報,14,雷注意報,飛島村,継続
201,注意報,14,雷注意報,阿久比町,継続
201,注意報,14,雷注意報,東浦町,継続
201,注意報,14,雷注意報,南知多町,継続
201,注意報,14,雷注意報,美浜町,継続
201,注意報,14,雷注意報,武豊町,継続
201,注意報,10,大雨注意報,幸田町,継続
201,注意報,10,大雨注意報,設楽町,継続
201,注意報,10,大雨注意報,東栄町,継続
201,注意報,10,大雨注意報,豊根村,継続
201,注意報,10,大雨注意報,津市,継続
201,注意報,10,大雨注意報,四日市市,発表
201,注意報,10,大雨注意報,伊勢市,継続
201,注意報,10,大雨注意報,松阪市,継続
201,注意報,10,大雨注意報,桑名市,発表
201,注意報,10,大雨注意報,鈴鹿市,発表
201,注意報,14,雷注意報,名張市,継続
201,注意報,14,雷注意報,尾鷲市,継続
201,注意報,10,大雨注意報,亀山市,発表
201,注意報,10,大雨注意報,鳥羽市,継続
201,注意報,14,雷注意報,熊野市,継続
201,注意報,10,大雨注意報,いなべ市,発表
201,注意報,10,大雨注意報,志摩市,継続
201,注意報,10,大雨注意報,伊賀市,継続
201,注意報,14,雷注意報,木曽岬町,継続
201,注意報,10,大雨注意報,東員町,発表
201,注意報,10,大雨注意報,菰野町,発表
201,注意報,10,大雨注意報,朝日町,発表
201,注意報,14,雷注意報,川越町,継続
201,注意報,14,雷注意報,多気町,継続
201,注意報,14,雷注意報,明和町,継続
201,注意報,14,雷注意報,大台町,継続
201,注意報,10,大雨注意報,玉城町,継続
201,注意報,10,大雨注意報,度会町,継続
201,注意報,14,雷注意報,大紀町,継続
201,注意報,10,大雨注意報,南伊勢町,継続
201,注意報,14,雷注意報,紀北町,継続
201,注意報,14,雷注意報,御浜町,継続
201,注意報,14,雷注意報,紀宝町,継続
201,注意報,14,雷注意報,宇都宮市,継続
201,注意報,14,雷注意報,足利市,継続
201,注意報,14,雷注意報,栃木市,継続
201,注意報,14,雷注意報,佐野市,継続
201,注意報,14,雷注意報,鹿沼市,継続
201,注意報,14,雷注意報,日光市今市,継続
201,注意報,10,大雨注意報,日光市日光,発表
201,注意報,14,雷注意報,日光市藤原,継続
201,注意報,10,大雨注意報,日光市足尾,発表
201,注意報,10,大雨注意報,日光市栗山,発表
201,注意報,14,雷注意報,小山市,継続
201,注意報,14,雷注意報,真岡市,継続
201,注意報,10,大雨注意報,大田原市,継続
201,注意報,14,雷注意報,矢板市,継続
201,注意報,14,雷注意報,那須塩原市,継続
201,注意報,14,雷注意報,さくら市,継続
201,注意報,14,雷注意報,那須烏山市,継続
201,注意報,14,雷注意報,下野市,継続
201,注意報,14,雷注意報,上三川町,継続
201,注意報,14,雷注意報,益子町,継続
201,注意報,14,雷注意報,茂木町,継続
201,注意報,14,雷注意報,市貝町,継続
201,注意報,14,雷注意報,芳賀町,継続
201,注意報,14,雷注意報,壬生町,継続
201,注意報,14,雷注意報,野木町,継続
201,注意報,14,雷注意報,塩谷町,継続
201,注意報,14,雷注意報,高根沢町,継続
201,注意報,14,雷注意報,那須町,継続
201,注意報,10,大雨注意報,那珂川町,継続
201,注意報,14,雷注意報,岐阜市,継続
201,注意報,14,雷注意報,大垣市,継続
201,注意報,10,大雨注意報,高山市,継続
201,注意報,10,大雨注意報,多治見市,継続
201,注意報,10,大雨注意報,関市,継続
201,注意報,10,大雨注意報,中津川市,継続
201,注意報,10,大雨注意報,美濃市,継続
201,注意報,10,大雨注意報,瑞浪市,継続
201,注意報,14,雷注意報,羽島市,継続
201,注意報,10,大雨注意報,恵那市,継続
201,注意報,10,大雨注意報,美濃加茂市,発表
201,注意報,14,雷注意報,土岐市,継続
201,注意報,14,雷注意報,各務原市,継続
201,注意報,10,大雨注意報,可児市,継続
201,注意報,14,雷注意報,山県市,継続
201,注意報,14,雷注意報,瑞穂市,継続
201,注意報,14,雷注意報,飛騨市,継続
201,注意報,14,雷注意報,本巣市,継続
201,注意報,14,雷注意報,郡上市,継続
201,注意報,10,大雨注意報,下呂市,継続
201,注意報,14,雷注意報,海津市,継続
201,注意報,14,雷注意報,岐南町,継続
