都道府県名,市町村名,対象場所,URL,現在画像URL,通常画像URL
福岡県,みやま市,矢部川右岸13K250松原堰＿下流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816094,https://www.river.go.jp/e/cctv/latest/22816094/Cctv_70.jpg,https://www.river.go.jp/e/cctv/usual/22816094/detail_70.jpg
福岡県,みやま市,矢部川右岸13K250松原堰管理所＿屋上カメラ,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816095,https://www.river.go.jp/e/cctv/latest/22816095/Cctv_71.jpg,https://www.river.go.jp/e/cctv/usual/22816095/detail_71.jpg
福岡県,みやま市,矢部川左岸12K150文広,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816096,https://www.river.go.jp/e/cctv/latest/22816096/Cctv_72.jpg,https://www.river.go.jp/e/cctv/usual/22816096/detail_72.jpg
福岡県,みやま市,矢部川右岸10K200瀬高堰全景,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816097,https://www.river.go.jp/e/cctv/latest/22816097/Cctv_73.jpg,https://www.river.go.jp/e/cctv/usual/22816097/detail_73.jpg
福岡県,みやま市,矢部川左岸08K800高柳,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816098,https://www.river.go.jp/e/cctv/latest/22816098/Cctv_74.jpg,https://www.river.go.jp/e/cctv/usual/22816098/detail_74.jpg
福岡県,みやま市,矢部川左岸07K200津留橋上流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816100,https://www.river.go.jp/e/cctv/latest/22816100/Cctv_76.jpg,https://www.river.go.jp/e/cctv/usual/22816100/detail_76.jpg
福岡県,みやま市,矢部川左岸05K250飯江川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816101,https://www.river.go.jp/e/cctv/latest/22816101/Cctv_77.jpg,https://www.river.go.jp/e/cctv/usual/22816101/detail_77.jpg
福岡県,みやま市,矢部川左岸02K650楠田川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816102,https://www.river.go.jp/e/cctv/latest/22816102/Cctv_78.jpg,https://www.river.go.jp/e/cctv/usual/22816102/detail_78.jpg
福岡県,みやま市,文広排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816103,https://www.river.go.jp/e/cctv/latest/22816103/Cctv_93.jpg,https://www.river.go.jp/e/cctv/usual/22816103/detail_93.jpg
福岡県,みやま市,松原橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010048,https://www.river.go.jp/e/cctv/latest/40010048/bousaiweb.servletBousaiITVCameraImage?sz=QVG&nw=1&sn=49,
福岡県,みやま市,飯江川03Ｋ300右岸長島,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816027,https://www.river.go.jp/e/cctv/latest/22816027/Cctv_18.jpg,https://www.river.go.jp/e/cctv/usual/22816027/detail_18.jpg
福岡県,みやま市,飯江川左岸03K010古賀水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816104,https://www.river.go.jp/e/cctv/latest/22816104/Cctv_79.jpg,https://www.river.go.jp/e/cctv/usual/22816104/detail_79.jpg
福岡県,みやま市,飯江川左岸01K250丁字排水樋管,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816105,https://www.river.go.jp/e/cctv/latest/22816105/Cctv_82.jpg,https://www.river.go.jp/e/cctv/usual/22816105/detail_82.jpg
福岡県,田川郡添田町,添田水位観測所,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010006,https://www.river.go.jp/e/cctv/latest/40010006/soeda_nomal.jpg?1445332582263,
福岡県,田川郡福智町,赤池水位観測所,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010013,https://www.river.go.jp/e/cctv/latest/40010013/akaike_nomal.jpg?1445332867854,
福岡県,田川郡福智町,北田排水樋管,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010016,https://www.river.go.jp/e/cctv/latest/40010016/agano_nomal.jpg?1445332981392,
福岡県,築上郡吉富町,吉富,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010034,https://www.river.go.jp/e/cctv/latest/40010034/cam5_l.jpg,
福岡県,築上郡吉富町,幸子,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010035,https://www.river.go.jp/e/cctv/latest/40010035/cam6_l.jpg,
福岡県,築上郡上毛町,下唐原水位観測所,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=40010033,https://www.river.go.jp/e/cctv/latest/40010033/cam1_l.jpg,
佐賀県,佐賀市,川副大橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816007,https://www.river.go.jp/e/cctv/latest/22816007/Cctv_15.jpg,https://www.river.go.jp/e/cctv/usual/22816007/detail_15.jpg
佐賀県,佐賀市,早津江川右岸04K600中川副樋管,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816082,https://www.river.go.jp/e/cctv/latest/22816082/Cctv_63.jpg,https://www.river.go.jp/e/cctv/usual/22816082/detail_63.jpg
佐賀県,佐賀市,早津江川右岸01K100戸ヶ里,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816083,https://www.river.go.jp/e/cctv/latest/22816083/Cctv_64.jpg,https://www.river.go.jp/e/cctv/usual/22816083/detail_64.jpg
佐賀県,佐賀市,佐賀江川左岸02K100諸富出張所＿屋上カメラ,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816077,https://www.river.go.jp/e/cctv/latest/22816077/Cctv_59.jpg,https://www.river.go.jp/e/cctv/usual/22816077/detail_59.jpg
佐賀県,佐賀市,佐賀江川左岸02K000城原川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816078,https://www.river.go.jp/e/cctv/latest/22816078/Cctv_60.jpg,https://www.river.go.jp/e/cctv/usual/22816078/detail_60.jpg
佐賀県,佐賀市,佐賀江川左岸00K000佐賀江川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816079,https://www.river.go.jp/e/cctv/latest/22816079/Cctv_61.jpg,https://www.river.go.jp/e/cctv/usual/22816079/detail_61.jpg
佐賀県,佐賀市,諸富川左岸01K000大中島,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816084,https://www.river.go.jp/e/cctv/latest/22816084/Cctv_65.jpg,https://www.river.go.jp/e/cctv/usual/22816084/detail_65.jpg
佐賀県,佐賀市,嘉瀬川大堰屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816002,https://www.river.go.jp/e/cctv/latest/22816002/k_004_cctv1.jpg,
佐賀県,佐賀市,荻野,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816003,https://www.river.go.jp/e/cctv/latest/22816003/k_003_cctv1.jpg,
佐賀県,佐賀市,東山田,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816004,https://www.river.go.jp/e/cctv/latest/22816004/k_002_cctv1.jpg,
佐賀県,佐賀市,川上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816005,https://www.river.go.jp/e/cctv/latest/22816005/k_001_cctv1.jpg,
佐賀県,唐津市,沖鶴（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819055,https://www.river.go.jp/e/cctv/latest/22819055/m_006_cctv1.jpg,
佐賀県,唐津市,松浦大堰上流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819056,https://www.river.go.jp/e/cctv/latest/22819056/m_005_cctv1.jpg,
佐賀県,唐津市,出張所屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819057,https://www.river.go.jp/e/cctv/latest/22819057/m_004_cctv1.jpg,
佐賀県,唐津市,松浦大堰下流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819058,https://www.river.go.jp/e/cctv/latest/22819058/m_003_cctv1.jpg,
佐賀県,唐津市,和多田（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819059,https://www.river.go.jp/e/cctv/latest/22819059/m_002_cctv1.jpg,
佐賀県,唐津市,鏡（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819060,https://www.river.go.jp/e/cctv/latest/22819060/m_001_cctv1.jpg,
佐賀県,唐津市,徳須恵川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819061,https://www.river.go.jp/e/cctv/latest/22819061/m_007_cctv1.jpg,
佐賀県,唐津市,中松浦,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819062,https://www.river.go.jp/e/cctv/latest/22819062/m_009_cctv1.jpg,
佐賀県,唐津市,アザメの瀬,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819066,https://www.river.go.jp/e/cctv/latest/22819066/m_008_cctv1.jpg,
佐賀県,唐津市,徳須恵橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819073,https://www.river.go.jp/e/cctv/latest/22819073/m_014_cctv1.jpg,
佐賀県,鳥栖市,前川排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816042,https://www.river.go.jp/e/cctv/latest/22816042/Cctv_90.jpg,https://www.river.go.jp/e/cctv/usual/22816042/detail_90.jpg
佐賀県,鳥栖市,轟木排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816043,https://www.river.go.jp/e/cctv/latest/22816043/Cctv_91.jpg,https://www.river.go.jp/e/cctv/usual/22816043/detail_91.jpg
佐賀県,鳥栖市,宝満川右岸01K500前川排水機場＿外水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816066,https://www.river.go.jp/e/cctv/latest/22816066/Cctv_46.jpg,https://www.river.go.jp/e/cctv/usual/22816066/detail_46.jpg
佐賀県,鳥栖市,宝満川右岸01K260轟木排水機場＿外水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816067,https://www.river.go.jp/e/cctv/latest/22816067/Cctv_47.jpg,https://www.river.go.jp/e/cctv/usual/22816067/detail_47.jpg
佐賀県,鳥栖市,宝満川左岸01K260轟木,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816068,https://www.river.go.jp/e/cctv/latest/22816068/Cctv_48.jpg,https://www.river.go.jp/e/cctv/usual/22816068/detail_48.jpg
佐賀県,鳥栖市,安良川上流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816008,https://www.river.go.jp/e/cctv/latest/22816008/Cctv_13.jpg,https://www.river.go.jp/e/cctv/usual/22816008/detail_13.jpg
佐賀県,多久市,牟田辺（排）屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819029,https://www.river.go.jp/e/cctv/latest/22819029/r_020_cctv1.jpg,
佐賀県,多久市,牟田辺（排）遊水地,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819030,https://www.river.go.jp/e/cctv/latest/22819030/r_021_cctv1.jpg,
佐賀県,多久市,平瀬橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819031,https://www.river.go.jp/e/cctv/latest/22819031/r_019_cctv1.jpg,
佐賀県,多久市,羽佐間,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819032,https://www.river.go.jp/e/cctv/latest/22819032/r_017_cctv1.jpg,
佐賀県,多久市,妙見橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819033,https://www.river.go.jp/e/cctv/latest/22819033/r_016_cctv1.jpg,
佐賀県,多久市,山崎,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819035,https://www.river.go.jp/e/cctv/latest/22819035/r_014_cctv1.jpg,
佐賀県,多久市,晴気川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819036,https://www.river.go.jp/e/cctv/latest/22819036/r_013_cctv1.jpg,
佐賀県,多久市,牟田辺（排）越流提,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819040,https://www.river.go.jp/e/cctv/latest/22819040/r_018_cctv1.jpg,
佐賀県,多久市,小井手堰,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819064,https://www.river.go.jp/e/cctv/latest/22819064/r_023_cctv1.jpg,
佐賀県,多久市,庄川,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819065,https://www.river.go.jp/e/cctv/latest/22819065/r_022_cctv1.jpg,
佐賀県,伊万里市,駒鳴,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819063,https://www.river.go.jp/e/cctv/latest/22819063/m_010_cctv1.jpg,
佐賀県,伊万里市,川西橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819067,https://www.river.go.jp/e/cctv/latest/22819067/m_012_cctv1.jpg,
佐賀県,伊万里市,桃ノ川橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819068,https://www.river.go.jp/e/cctv/latest/22819068/m_013_cctv1.jpg,
佐賀県,伊万里市,大川野（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819072,https://www.river.go.jp/e/cctv/latest/22819072/m_011_cctv1.jpg,
佐賀県,武雄市,潮見橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819009,https://www.river.go.jp/e/cctv/latest/22819009/r_058_cctv1.jpg,
佐賀県,武雄市,大日堰,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819010,https://www.river.go.jp/e/cctv/latest/22819010/r_057_cctv1.jpg,
佐賀県,武雄市,東川水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819011,https://www.river.go.jp/e/cctv/latest/22819011/r_055_cctv1.jpg,
佐賀県,武雄市,板橋（排）屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819012,https://www.river.go.jp/e/cctv/latest/22819012/r_053_cctv1.jpg,
佐賀県,武雄市,板橋（排）板橋水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819013,https://www.river.go.jp/e/cctv/latest/22819013/r_052_cctv1.jpg,
佐賀県,武雄市,武雄川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819017,https://www.river.go.jp/e/cctv/latest/22819017/r_051_cctv1.jpg,
佐賀県,武雄市,川添川（排）屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819018,https://www.river.go.jp/e/cctv/latest/22819018/r_049_cctv1.jpg,
佐賀県,武雄市,川添川（排）川添水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819019,https://www.river.go.jp/e/cctv/latest/22819019/r_050_cctv1.jpg,
佐賀県,武雄市,医王寺,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819020,https://www.river.go.jp/e/cctv/latest/22819020/r_048_cctv1.jpg,
佐賀県,武雄市,新橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=41010021,https://www.river.go.jp/e/cctv/latest/41010021/r_047_cctv1.jpg,
佐賀県,武雄市,蔵堂,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819022,https://www.river.go.jp/e/cctv/latest/22819022/r_044_cctv1.jpg,
佐賀県,武雄市,焼米（排）焼米水門外水,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819023,https://www.river.go.jp/e/cctv/latest/22819023/r_045_cctv1.jpg,
佐賀県,武雄市,焼米（排）焼米水門内水,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819024,https://www.river.go.jp/e/cctv/latest/22819024/r_046_cctv1.jpg,
佐賀県,武雄市,焼米（排）赤坂水門外水,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819025,https://www.river.go.jp/e/cctv/latest/22819025/r_043_cctv1.jpg,
佐賀県,武雄市,高橋（排）屋上西側,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819014,https://www.river.go.jp/e/cctv/latest/22819014/r_025_cctv1.jpg,
佐賀県,武雄市,高橋（排）屋上東側,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819015,https://www.river.go.jp/e/cctv/latest/22819015/r_026_cctv1.jpg,
佐賀県,武雄市,高橋（排）甘久水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819016,https://www.river.go.jp/e/cctv/latest/22819016/r_028_cctv1.jpg,
佐賀県,武雄市,高橋水門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819071,https://www.river.go.jp/e/cctv/latest/22819071/r_024_cctv1.jpg,
佐賀県,小城市,住ノ江,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819070,https://www.river.go.jp/e/cctv/latest/22819070/r_029_cctv1.jpg,
佐賀県,小城市,船津,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819034,https://www.river.go.jp/e/cctv/latest/22819034/r_015_cctv1.jpg,
佐賀県,小城市,牛津出張所屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819037,https://www.river.go.jp/e/cctv/latest/22819037/r_012_cctv1.jpg,
佐賀県,小城市,牛津江排水機場屋上,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819038,https://www.river.go.jp/e/cctv/latest/22819038/r_011_cctv1.jpg,
佐賀県,小城市,牛津江（排）水門対岸,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819039,https://www.river.go.jp/e/cctv/latest/22819039/r_010_cctv1.jpg,
佐賀県,小城市,水管橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819041,https://www.river.go.jp/e/cctv/latest/22819041/r_006_cctv1.jpg,
佐賀県,小城市,満神,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819042,https://www.river.go.jp/e/cctv/latest/22819042/r_007_cctv1.jpg,
佐賀県,小城市,虎坊,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819043,https://www.river.go.jp/e/cctv/latest/22819043/r_008_cctv1.jpg,
佐賀県,小城市,友田,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819044,https://www.river.go.jp/e/cctv/latest/22819044/r_009_cctv1.jpg,
佐賀県,小城市,三条川,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819049,https://www.river.go.jp/e/cctv/latest/22819049/r_004_cctv1.jpg,
佐賀県,小城市,三条（排）排水樋管,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819051,https://www.river.go.jp/e/cctv/latest/22819051/r_005_cctv1.jpg,
佐賀県,小城市,弁財（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819052,https://www.river.go.jp/e/cctv/latest/22819052/r_001_cctv1.jpg,
佐賀県,神埼市,浮島排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816040,https://www.river.go.jp/e/cctv/latest/22816040/Cctv_88.jpg,https://www.river.go.jp/e/cctv/usual/22816040/detail_88.jpg
佐賀県,神埼市,筑後川右岸12K325浮島排水機場＿外水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816072,https://www.river.go.jp/e/cctv/latest/22816072/Cctv_52.jpg,https://www.river.go.jp/e/cctv/usual/22816072/detail_52.jpg
佐賀県,神埼市,城原川07Ｋ650右岸日出来橋水位観測所,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816009,https://www.river.go.jp/e/cctv/latest/22816009/Cctv_12.jpg,https://www.river.go.jp/e/cctv/usual/22816009/detail_12.jpg
佐賀県,神埼市,城原川右岸07K800屋敷橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816080,https://www.river.go.jp/e/cctv/latest/22816080/Cctv_95.jpg,https://www.river.go.jp/e/cctv/usual/22816080/detail_95.jpg
佐賀県,神埼市,城原川左岸05K600夫婦井樋橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816081,https://www.river.go.jp/e/cctv/latest/22816081/Cctv_62.jpg,https://www.river.go.jp/e/cctv/usual/22816081/detail_62.jpg
佐賀県,神埼市,城東橋下流,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816006,https://www.river.go.jp/e/cctv/latest/22816006/Cctv_14.jpg,https://www.river.go.jp/e/cctv/usual/22816006/detail_14.jpg
佐賀県,三養基郡みやき町,江見（上）排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816106,https://www.river.go.jp/e/cctv/latest/22816106/Cctv_99.jpg,https://www.river.go.jp/e/cctv/usual/22816106/detail_99.jpg
佐賀県,三養基郡みやき町,江見排水機場＿内水位,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22816107,https://www.river.go.jp/e/cctv/latest/22816107/Cctv_102.jpg,https://www.river.go.jp/e/cctv/usual/22816107/detail_102.jpg
佐賀県,杵島郡大町町,大町橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819026,https://www.river.go.jp/e/cctv/latest/22819026/r_042_cctv1.jpg,
佐賀県,杵島郡大町町,満江,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819027,https://www.river.go.jp/e/cctv/latest/22819027/r_041_cctv1.jpg,
佐賀県,杵島郡大町町,八ツ江,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819028,https://www.river.go.jp/e/cctv/latest/22819028/r_040_cctv1.jpg,
佐賀県,杵島郡大町町,馬田橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819074,https://www.river.go.jp/e/cctv/latest/22819074/r_059_cctv1.jpg,
佐賀県,杵島郡江北町,鳴江（排）外水／空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819050,https://www.river.go.jp/e/cctv/latest/22819050/r_036_cctv1.jpg,
佐賀県,杵島郡江北町,東古川（排）排水樋門,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819053,https://www.river.go.jp/e/cctv/latest/22819053/r_037_cctv1.jpg,
佐賀県,杵島郡江北町,西古川（排）空間監視,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819054,https://www.river.go.jp/e/cctv/latest/22819054/r_038_cctv1.jpg,
佐賀県,杵島郡江北町,大西,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819069,https://www.river.go.jp/e/cctv/latest/22819069/r_039_cctv1.jpg,
佐賀県,杵島郡白石町,河口堰下流左岸,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819045,https://www.river.go.jp/e/cctv/latest/22819045/r_031_cctv1.jpg,
佐賀県,杵島郡白石町,河口堰下流右岸,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819046,https://www.river.go.jp/e/cctv/latest/22819046/r_030_cctv1.jpg,
佐賀県,杵島郡白石町,河口堰上流左岸,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819047,https://www.river.go.jp/e/cctv/latest/22819047/r_034_cctv1.jpg,
佐賀県,杵島郡白石町,河口堰上流右岸,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=22819048,https://www.river.go.jp/e/cctv/latest/22819048/r_035_cctv1.jpg,
長崎県,諫早市,ＪＲ橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010001,https://www.river.go.jp/e/cctv/latest/42010001/ngscctv_vga_09.jpg,
長崎県,諫早市,裏山橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010002,https://www.river.go.jp/e/cctv/latest/42010002/ngscctv_vga_10.jpg,
長崎県,諫早市,高城橋,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010004,https://www.river.go.jp/e/cctv/latest/42010004/ngscctv_vga_11.jpg,
長崎県,諫早市,不知火,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010006,https://www.river.go.jp/e/cctv/latest/42010006/ngscctv_vga_14.jpg,
長崎県,諫早市,半造川合流点,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010003,https://www.river.go.jp/e/cctv/latest/42010003/ngscctv_vga_13.jpg,
長崎県,諫早市,埋津,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=42010005,https://www.river.go.jp/e/cctv/latest/42010005/ngscctv_vga_12.jpg,
熊本県,熊本市,岩野川津留,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010094,https://www.river.go.jp/e/cctv/latest/43010094/cctv17.jpg,
熊本県,熊本市,佐野水位観測所,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010079,https://www.river.go.jp/e/cctv/latest/43010079/cctv12.jpg,
熊本県,熊本市,舟島（余内）,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010085,https://www.river.go.jp/e/cctv/latest/43010085/cctv11.jpg,
熊本県,熊本市,分田堰,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010095,https://www.river.go.jp/e/cctv/latest/43010095/cctv18.jpg,
熊本県,熊本市,山城堰,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010096,https://www.river.go.jp/e/cctv/latest/43010096/cctv19.jpg,
熊本県,熊本市,宝田堰,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010097,https://www.river.go.jp/e/cctv/latest/43010097/cctv20.jpg,
熊本県,熊本市,高江久米,https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=43010098,https://www.river.go.jp/e/cctv/latest/43010098/cctv21.jpg,
熊本県,熊本市,合志川(泗水町福本),"https://www.river.go.jp/kawabouStt/ipCamera.do?gamenId=01-0710&cameraId=泗水町福本)（CCTVカメラ）""",,
