種別,提供元,タイトル,リンク,発行日時,サマリ,エリア(都道府県)
,熊本日日新聞,ロアッソ快勝、２位守る　サッカーＪ３、相模原に２－０(熊本日日新聞),https://headlines.yahoo.co.jp/hl?a=20200912-00000013-kumanichi-l43&source=rss,2020-09-12T14:05:21.000Z,　明治安田Ｊ３第１５節第１日は１２日、えがお健康スタジアムなどで５試合を行った。２位のロアッソ熊本は８位の相模原を２－０で下し、２試合ぶりの白星を挙げた。通算１０勝２分け３敗の勝ち点３２とし、１３日に,熊本県
,MRT宮崎新聞,エコクリーンプラザみやざきで基準値超えるダイオキシン検出・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010004-mrt-l45&source=rss,2020-09-17T10:12:33.000Z,宮崎県内10市町村の家庭ごみを処理するエコクリーンプラザみやざきの焼却炉で基準値を超えるダイオキシン類が検出されました。宮崎市は、エコクリーンプラザに対し17日付けで改善命令を出しています。エコク,宮崎県
,MRT宮崎新聞,「神武さま」御神幸行列と神賑行列　中止に・宮崎県宮崎市(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010003-mrt-l45&source=rss,2020-09-17T10:09:12.000Z,宮崎市の秋の風物詩、「神武さま」の愛称で親しまれている宮崎神宮大祭の御神幸行列と神賑行列が、新型コロナウイルスで中止されることになりました。宮崎神宮大祭の御神幸行列と神賑行列は、来月31日と11月,宮崎県
,MRT宮崎新聞,高原町職員　ストーカー規制法違反で停職6か月・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010002-mrt-l45&source=rss,2020-09-17T10:04:49.000Z,高原町は、今年8月にストーカー規制法違反の疑いで逮捕され、その後不起訴処分となった20代の男性職員を、停職6か月の懲戒処分にしたと発表しました。懲戒処分を受けたのは、高原町の20代男性の主任主事で,宮崎県
,MRT宮崎新聞,【速報】椎葉村の土砂から身元不明の男性の遺体発見・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010001-mrt-l45&source=rss,2020-09-17T09:49:57.000Z,警察によりますと、17日午後2時半ごろ、椎葉村下福良の十根川の川岸で、土砂崩れで行方不明となっている4人を捜索していたボランティアの男性が、土砂の中から身元不明の男性を発見しました。年齢などの特徴,宮崎県
,MRT宮崎新聞,新燃岳で火山性地震が増加・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010000-mrt-l45&source=rss,2020-09-17T03:38:47.000Z,霧島連山の新燃岳で16日から火山性地震が増加しています。気象台は、規模の大きな噴火の可能性は低いものの、引き続き今後の火山情報に注意するよう呼びかけています。　気象台によりますと、新燃岳では、16,宮崎県
,MRT宮崎新聞,日南市目井津港にクラゲの大群現る・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010002-mrt-l45&source=rss,2020-09-16T10:42:53.000Z,珍しい映像です。日南市の港にクラゲの大群が姿を現しそのゆったりと波間に浮かぶ姿が話題となっています。　海面をふわふわと漂うたくさんのクラゲ。日南市南郷町の目井津港では、今月10日ごろからクラゲの大,宮崎県
,MRT宮崎新聞,椎葉村4人行方不明　規模縮小し捜索続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010001-mrt-l45&source=rss,2020-09-16T10:39:16.000Z,椎葉村で発生した土砂崩れで行方不明となった4人の捜索についてです。消防団などによる捜索の規模は縮小されましたが、建設業協会の関係者らは、16日も約70人態勢で雨の中捜索を続けました。　行方が分から,宮崎県
,MRT宮崎新聞,宮崎市殺人未遂事件　暴力団組長を送検・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010000-mrt-l45&source=rss,2020-09-16T03:14:36.000Z,14日宮崎市の路上で暴力団組長が刃物で切りつけられた事件で、逮捕された対立する暴力団組長の身柄が16日宮崎地検に送られました。送検されたのは、6代目山口組系暴力団組長の下藤勝一郎　容疑者です。警察,宮崎県
,MRT宮崎新聞,「宮崎ひでじビール」客のクレジットカード情報約1200件流出のおそれ・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010010-mrt-l45&source=rss,2020-09-15T09:59:13.000Z,延岡市の「宮崎ひでじビール」は、オンラインショップを利用した客のクレジットカード情報およそ1200件が流出したおそれがあると発表しました。宮崎ひでじビールによりますと、流出したおそれがあるのは、去,宮崎県
,MRT宮崎新聞,元参議院議員の外山斎氏　日本維新の会公認で宮崎1区から出馬の意向固める・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010009-mrt-l45&source=rss,2020-09-15T09:58:19.000Z,次期衆院選に向けた動きです。元参議院議員の外山斎氏は、日本維新の会の公認候補として宮崎1区から出馬する意向を固めたことを明らかにしました。元参議院議員の外山斎氏は、今月12日に日本維新の会の宮崎1,宮崎県
,MRT宮崎新聞,宮崎初のJリーグチーム誕生へ一歩前進　テゲバジャーロ宮崎　J3クラブライセンス交付決定(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010008-mrt-l45&source=rss,2020-09-15T09:57:56.000Z,宮崎初のJリーグチーム誕生へ一歩前進です。サッカーJFLのテゲバジャーロ宮崎にJリーグ入会の要件の1つ「J3クラブライセンス」が交付されることが決まりました。「J3クラブライセンス」は、Jリーグ,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れ　行方不明4人の大がかりな捜索は15日まで・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010007-mrt-l45&source=rss,2020-09-15T09:57:34.000Z,土砂崩れで4人が行方不明となっている椎葉村では、15日も川を中心に捜索が行われましたが、4人はまだ見つかっていません。大がかりな捜索は15日までで16日以降は規模を縮小するものの、地元消防団が交代で捜,宮崎県
,MRT宮崎新聞,新型コロナ　宮崎市で新たに1人が感染・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010006-mrt-l45&source=rss,2020-09-15T09:57:08.000Z,宮崎市は、新型コロナウイルスに新たに1人が感染したと発表しました。また、市によりますと13日感染が確認された90代の女性は、高齢者施設の入所者で、現在、市は、施設内のほかの入所者や職員への検査を進,宮崎県
,MRT宮崎新聞,愛称「コナツ」に決定　宮崎市フェニックス自然動物園のキリンの赤ちゃん・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010005-mrt-l45&source=rss,2020-09-15T09:56:38.000Z,宮崎市フェニックス自然動物園で先月1日に誕生したマサイキリンの赤ちゃんの愛称が決まりました。どんな愛称になったのでしょうか。キリンの赤ちゃんの愛称は一般公募されていたもので、15日、戸敷市長が会見,宮崎県
,MRT宮崎新聞,宮崎市殺人未遂事件　集団下校の対応も　暴力団抗争の発展のおそれに警戒強まる・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010004-mrt-l45&source=rss,2020-09-15T09:56:10.000Z,14日午後、宮崎市の路上で暴力団組長を刃物で切りつけたとして男が逮捕された事件です。現場にいたとみられるもう一人の男の行方はまだ分かっておらず、近くの小学校では、児童を集団下校させるなどの対応がとられ,宮崎県
,MRT宮崎新聞,【速報】新型コロナ　宮崎市は新たに1人の感染を発表(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010003-mrt-l45&source=rss,2020-09-15T06:07:54.000Z,宮崎市は、15日、新型コロナウイルスに新たに1人が感染したと発表しました。感染が確認されたのは、宮崎市に住む60代の男性で、今月12日に感染が発表された10歳未満の女児の接触者だということです。,宮崎県
,MRT宮崎新聞,椎葉村の土砂崩れ　行方不明の4人の捜索続く　大掛かりな捜索は15日まで・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010002-mrt-l45&source=rss,2020-09-15T02:57:36.000Z,台風10号による椎葉村の土砂崩れで、行方が分からなくなっている4人の捜索は15日も続いています。15日は付近を流れる川の濁りが少なくなってきたことから、水中の捜索が進められています。今月6日に発,宮崎県
,MRT宮崎新聞,暴力団組長を殺人未遂容疑で逮捕　現場にいた男の行方追う・宮崎県宮崎市(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010001-mrt-l45&source=rss,2020-09-15T02:55:44.000Z,14日午後、宮崎市の路上で対立する暴力団組長の男性を刃物で切りつけ殺害しようとしたとして、6代目山口組系暴力団組長の男が殺人未遂の疑いで逮捕されました。捕まったのは住所不定で6代目山口組系暴力団組,宮崎県
,MRT宮崎新聞,対立する暴力団組長を襲う　暴力団組長を殺人未遂容疑で逮捕・宮崎県宮崎市(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010000-mrt-l45&source=rss,2020-09-15T00:58:22.000Z,14日午後、宮崎市の路上で神戸山口組系暴力団組長の男性を刃物で切りつけ殺害しようとしたとして、6代目山口組系暴力団組長の男が殺人未遂の疑いで逮捕されました。捕まったのは住居不詳の6代目山口組系暴力,宮崎県
,MRT宮崎新聞,椎葉村　土砂崩れ　捜索8日目　依然4人の行方わからず・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010006-mrt-l45&source=rss,2020-09-14T10:07:16.000Z,捜索8日目となりました。4人が行方不明となっている椎葉村の土砂崩れの現場周辺では、14日も朝から捜索が行われました。今月6日に発生した椎葉村の土砂崩れで行方が分からなくなっているのは、椎葉村下福良,宮崎県
,MRT宮崎新聞,自民党　新総裁に菅義偉官房長官が選出　宮崎県内の反応は(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010005-mrt-l45&source=rss,2020-09-14T09:58:38.000Z,安倍総理の後任を選ぶ自民党総裁選挙は、14日投開票が行われ、新総裁に菅義偉官房長官が選出されました。菅新総裁は、16日召集される臨時国会で、総理大臣に指名される予定となっています。安倍総理の後,宮崎県
,MRT宮崎新聞,宮崎市の路上で殺人未遂事件　容疑者1人逃走中・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010004-mrt-l45&source=rss,2020-09-14T09:57:20.000Z,14日午後、宮崎市の路上で、50代の男性が刃物で切りつけられる事件がありました。警察は、殺人未遂事件として捜査しています。警察や消防によりますと、14日午後4時すぎ、宮崎市橘通西の路上から「アパ,宮崎県
,MRT宮崎新聞,女子プロゴルフ　宮崎市出身　永峰咲希選手　国内メジャー初優勝・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010003-mrt-l45&source=rss,2020-09-14T09:55:54.000Z,女子プロゴルフです。今月10日から岡山県で開かれていた女子ゴルフの国内四大大会の初戦、日本女子プロ選手権コニカミノルタカップで、宮崎市出身の永峰咲希選手が優勝しました。永峰咲希選手は、宮崎日大高校,宮崎県
,MRT宮崎新聞,【速報】新型コロナ　宮崎市は新たに1人の感染を発表(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010002-mrt-l45&source=rss,2020-09-14T03:18:07.000Z,宮崎市は、新型コロナウイルスに新たに1人感染したと発表しました。　新たに感染が確認されたのは、宮崎市に住む90代の女性です。県内で感染が確認されたのは、あわせて364人となりました。,宮崎県
,MRT宮崎新聞,高千穂あまてらす鉄道のスーパーカート　2両編成での運行本格的に始まる・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010001-mrt-l45&source=rss,2020-09-14T03:07:32.000Z,　高千穂町の高千穂あまてらす鉄道が運行しているスーパーカートは、2両編成での運行が14日から本格的に始まりました。　高千穂あまてらす鉄道は、去年11月に新しい客車を、そして今年5月に新しい機関車を,宮崎県
,MRT宮崎新聞,椎葉村行方不明の4人　懸命の捜索続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200914-00010000-mrt-l45&source=rss,2020-09-14T03:06:17.000Z,4人が行方不明となっている椎葉村の土砂崩れの現場周辺では、14日も朝から懸命の捜索が続いています。　行方が分からなくなっているのは、椎葉村下福良の相生勝子さんと長男の泰孝さん、それに、ベトナム人の,宮崎県
,MRT宮崎新聞,女子ゴルフ・コニカミノルタ杯で宮崎市出身　永峰咲希が優勝・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010005-mrt-l45&source=rss,2020-09-13T09:22:32.000Z,岡山県で開かれていた女子ゴルフの国内四大大会の初戦、日本女子プロ選手権コニカミノルタカップで、宮崎市出身の永峰咲希が優勝しました。首位と2打差の4位タイでスタートした永峰は、13日スコアを3つ伸ば,宮崎県
,MRT宮崎新聞,新型コロナ対策徹底し運動会・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010004-mrt-l45&source=rss,2020-09-13T09:22:22.000Z,宮崎市の中学校で、新型コロナウイルス対策を徹底しながら運動会が開かれました。このうち宮崎西中学校で開かれた体育大会は、例年は昼食をまたいで午後まで実施していたプログラムを午前中のみに短縮して実施。,宮崎県
,MRT宮崎新聞,新型コロナ　宮崎県内全域の警報レベルが「1」に引き下げ(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010003-mrt-l45&source=rss,2020-09-13T09:19:16.000Z,宮崎県は、新型コロナウイルスに関して独自に設けた警報レベルをレベル2の「特別警報」から、レベル1の「警報」に引き下げました。宮崎県は、県内7つの圏域うち日向市・東臼杵郡圏域をこれまでの「新規感染者,宮崎県
,MRT宮崎新聞,自民党総裁選　宮崎県連は石破氏に2票・菅氏に1票を投票へ(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010002-mrt-l45&source=rss,2020-09-13T09:16:31.000Z,自民党総裁選に伴う自民党県連独自の党員投票の開票が行われ、宮崎県連の持ち分の3票について石破氏に2票、菅氏に1票を投票することが分かりました。自民党県連の党員・党友による投票は13日午後、開票作業,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れから1週間　行方不明者見つからず・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010001-mrt-l45&source=rss,2020-09-13T09:14:17.000Z,4人が行方不明となった椎葉村の土砂崩れから13日で1週間です。周辺では、13日も朝から捜索が行われています。行方が分からなくなっているのは、椎葉村下福良の相生勝子さんと長男の泰孝さん、それに、ベト,宮崎県
,MRT宮崎新聞,椎葉村　土砂崩れから1週間　行方不明者の捜索活動続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200913-00010000-mrt-l45&source=rss,2020-09-13T02:59:36.000Z,4人が行方不明となった椎葉村の土砂崩れから13日で1週間です。周辺では、13日も朝から捜索が行われています。行方が分からなくなっているのは、椎葉村下福良の相生勝子さんと長男の泰孝さん、それにベトナ,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れ4人の捜索続く・河野知事が現場を視察・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010006-mrt-l45&source=rss,2020-09-12T10:43:44.000Z,椎葉村で発生した土砂崩れで4人の行方不明者の捜索は12日で6日目です。4人はいまだ見つかっておらず、現場には河野知事が視察に訪れました。　行方が分からなくなっているのは、椎葉村下福良の相生勝子さん,宮崎県
,MRT宮崎新聞,新型コロナ　県立宮崎病院職員が感染・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010005-mrt-l45&source=rss,2020-09-12T10:40:22.000Z,宮崎市は、新型コロナウイルスに新たに2人感染したと発表しました。このうち1人は県立宮崎病院の職員で、病院は、患者への感染リスクや院内感染の可能性は極めて低いとしています。　県立宮崎病院によりますと,宮崎県
,MRT宮崎新聞,県立宮崎病院の職員感染　「院内感染の可能性は極めて低い」・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010004-mrt-l45&source=rss,2020-09-12T06:05:48.000Z,宮崎市の県立宮崎病院に勤務する20代男性職員が新型コロナウイルスに感染しました。病院によりますと、男性職員は今月2日に発熱の症状が出て、11日陽性が判明しました。男性職員は、救急救命センターに,宮崎県
,MRT宮崎新聞,【速報】新型コロナ　宮崎市は新たに2人の感染を発表　1人は県立宮崎病院の職員(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010003-mrt-l45&source=rss,2020-09-12T05:01:51.000Z,宮崎市は、新たに2人が新型コロナウイルスに感染したと発表しました。このうち1人は、宮崎市に住む20代の男性で県立宮崎病院に勤務する職員。もう1人は大阪府居住の10歳未満の女性となっています。県,宮崎県
,MRT宮崎新聞,【速報】県立宮崎病院の職員が新型コロナ感染(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010002-mrt-l45&source=rss,2020-09-12T04:28:00.000Z,宮崎県は、宮崎市の県立宮崎病院に勤務する20代の男性職員が新型コロナウイルスに感染したと発表しました。このあと午後3時から県立宮崎病院が会見を開き概要を説明する予定です。,宮崎県
,MRT宮崎新聞,延岡市で高齢者がバスにはねられ死亡・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010001-mrt-l45&source=rss,2020-09-12T03:15:38.000Z,11日、延岡市で横断歩道を渡っていた80代の女性が右折してきたバスにはねられ、死亡しました。　事故があったのは延岡市昭和町の国道交差点で、11日午後4時ごろ、横断歩道を歩いて渡っていた女性が右折し,宮崎県
,MRT宮崎新聞,椎葉村4人行方不明　12日も捜索続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200912-00010000-mrt-l45&source=rss,2020-09-12T03:13:19.000Z,4人が行方不明となっている椎葉村の土砂崩れ現場周辺では、12日も朝から捜索が行われていますが、4人はまだ見つかっていません。　行方が分からなくなっているのは、椎葉村下福良の相生勝子さんと長男の泰孝,宮崎県
,MRT宮崎新聞,宮崎市は新型コロナに新たに1人が感染と発表　宮崎県内で感染確認は6日ぶり(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010010-mrt-l45&source=rss,2020-09-11T10:11:24.000Z,宮崎市は、新型コロナウイルスに新たに1人が感染したと発表しました。宮崎県内で感染が確認されたのは6日ぶりであわせて361人になりました。宮崎県と宮崎市によりますと、10日県内ではPCR検査が12件,宮崎県
,MRT宮崎新聞,35年目を迎えた日南海岸伊勢えびまつり始まる・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010008-mrt-l45&source=rss,2020-09-11T09:59:39.000Z,今月、漁が解禁された伊勢エビです。日南市では、今年も10日から伊勢えびまつりがスタートしました。35年目を迎えた豪華な味の祭典。今年も秋の味覚をたっぷり堪能できそうです。　お造りに味噌汁などなど…,宮崎県
,MRT宮崎新聞,秋の風物詩　パンパスグラスの出荷が始まる・宮崎市田野町(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010007-mrt-l45&source=rss,2020-09-11T09:57:16.000Z,秋の訪れを感じさせる話題です。宮崎市田野町では、パンパスグラスの出荷が始まりました。ふわふわの穂が特徴で最近では、ブライダルなどでも需要が高まっているパンパスグラス。宮崎市田野町でパンパスグラスを,宮崎県
,MRT宮崎新聞,宮崎市で開催予定のトライアスロンワールドカップ　新型コロナで10月の開催見合わせ(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010006-mrt-l45&source=rss,2020-09-11T09:56:38.000Z,毎年、宮崎市で開催されているITUトライアスロンワールドカップが新型コロナの影響で、来月の大会開催を見合わせることが決まりました。2016年から毎年、宮崎市のみやざき臨海公園などを会場に開かれてい,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れ　行方不明のベトナム2人　村に溶け込み始めた中で災害に・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010004-mrt-l45&source=rss,2020-09-11T09:55:03.000Z,椎葉村で発生した土砂崩れで行方不明となっている4人の中にはベトナム人2人が含まれています。2人は今年春に村に来たばかりの外国人技能実習生で、村に溶け込み始めた中で災害に巻き込まれました。行方が分,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れ　行方不明の4人　川を中心に捜索続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010003-mrt-l45&source=rss,2020-09-11T09:54:25.000Z,椎葉村で土砂崩れが発生し、4人が行方不明となってから11日で5日目です。11日は、警察や消防などが川を中心に捜索しましたが有力なてがかりはなく4人はまだ見つかっていません。（丸山記者）「きのう建物,宮崎県
,MRT宮崎新聞,【速報】 新型コロナ　宮崎市は新たに1人の感染を発表(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010002-mrt-l45&source=rss,2020-09-11T03:18:11.000Z,宮崎市は、新型コロナウイルスに新たに30代の男性1人の感染が確認されたと発表しました。これで県内で、新型コロナウイルスに感染したは、累計で361人となりました。,宮崎県
,MRT宮崎新聞,田んぼアートに「バカ殿」登場　志村けんさん偲ぶ・宮崎県高千穂町(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010001-mrt-l45&source=rss,2020-09-11T02:57:35.000Z,高千穂町の棚田では、新型コロナウイルスで亡くなったタレント、志村けんさんの「田んぼアート」が登場しました。「だいじょうぶだ～！」この「田んぼアート」は、高千穂町・中川登地区の住民らが新型コロナ,宮崎県
,MRT宮崎新聞,椎葉村土砂崩れ　行方不明の4人　5日目は川での捜索が重点的に続く・宮崎県(MRT宮崎放送),https://headlines.yahoo.co.jp/hl?a=20200911-00010000-mrt-l45&source=rss,2020-09-11T02:56:10.000Z,椎葉村の土砂崩れ現場で男女4人が行方不明となってから11日で5日目です。4人はまだ見つかっていません。（丸山記者）「きのう建物の基礎部分の土砂の撤去が完了し、現場の裏の道が通れるようになりました。,宮崎県
,鹿児島読売テレビ,拉致被害者家族　市川氏が高校で講演（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000655-kytnews-l46&source=rss,2020-09-17T10:41:46.000Z,　新型コロナの影響で拉致被害者の家族も思うように活動が出来ていない。そうした中、北朝鮮に拉致された市川修一さんの兄、健一さんが１７日、１年８か月ぶりに講演し、「拉致問題を忘れないでほしい」と訴えた。,鹿児島県
,鹿児島読売テレビ,息子殺害の父親（７７）　懲役６年判決（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000588-kytnews-l46&source=rss,2020-09-17T10:39:51.000Z,　２０２０年１月、鹿児島市で息子（当時５３）を殺害したとして殺人の罪に問われている父親に、鹿児島地裁は懲役６年の実刑判決を言い渡した。　判決を受けたのは鹿児島市田上台の無職佐藤勉被告（７７）だ。判決,鹿児島県
,鹿児島読売テレビ,塩田知事　初の代表質問で前知事の方針変更へ（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000656-kytnews-l46&source=rss,2020-09-17T10:35:58.000Z,　１７日から始まった県議会の代表質問。塩田知事が県議会議員の質問に初めて応じた。鹿児島港本港区の再開発やサッカースタジアムの整備について三反園前知事の方針を変更し塩田カラーを滲ませた。　注目を集めた,鹿児島県
,鹿児島読売テレビ,照国神社　七五三の参拝を前倒しで受け入れ（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000589-kytnews-l46&source=rss,2020-09-17T10:34:38.000Z,　鹿児島市の神社では３密を避けるため早くも七五三の参拝客の受入れをはじめている。鹿児島市の照国神社では１１月１５日の七五三を前にひと足早く千歳飴を袋に詰める作業が始まっていた。　毎年、七五三のお参り,鹿児島県
,鹿児島読売テレビ,県議会代表質問　塩田知事「原発巡り県民投票も」（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000363-kytnews-l46&source=rss,2020-09-17T03:17:36.000Z,　県議会９月定例会は代表質問が始まった。塩田知事は川内原発の２０年延長について県の専門委員会で意見が集約できない場合県民投票を実施したいとの考えを改めて示した。　塩田知事が初めて臨む県議会の代表質問,鹿児島県
,鹿児島読売テレビ,鹿児島市長選　市議２人が立候補の意向示す（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200917-00000201-kytnews-l46&source=rss,2020-09-17T00:35:40.000Z,　次の鹿児島市のリーダーを決める市長選挙に１６日、鹿児島市議会議員の上門秀彦氏と仮屋秀一氏の２人が立候補の意向を示した。　　　１２月に任期満了を迎える鹿児島市長選挙に立候補の意向を示したのは市議会議,鹿児島県
,鹿児島読売テレビ,菅首相誕生で注目！鹿児島の意外なモノ（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200916-00000629-kytnews-l46&source=rss,2020-09-16T10:46:18.000Z,　１６日誕生した菅首相。日本の新たなリーダーに何を期待するか、街の声は。また菅首相の誕生で注目を集める鹿児島の意外な物とは！？　さらに鹿児島県日置市のシェフ“菅さん”の驚きの交遊録が明らかに！！詳,鹿児島県
,鹿児島読売テレビ,新型コロナ県内３人の感染確認　現状に専門家は…（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200916-00000630-kytnews-l46&source=rss,2020-09-16T10:45:42.000Z,　県内では１６日、新たに３人が新型コロナウイルスに感染していたことが分かった。一時期に比べ県内の感染者数は落ち着いてきたように感じるが、専門家は「クラスターはいつ発生するか分からない」と注意を呼び掛け,鹿児島県
,鹿児島読売テレビ,九死に一生　車が崖下約２０ｍまで転落（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200916-00000631-kytnews-l46&source=rss,2020-09-16T10:45:22.000Z,　１６日、さつま町の紫尾峠で車がガードレールを突き破り、崖の約２０メートル下まで転落する事故があった。九死に一生。運転手の命に別状はないという。　ガードレールを突き破り崖下に転落した車。フロントガラ,鹿児島県
,鹿児島読売テレビ,「コロナに負けんな！」鹿児島弁のメッセージフラッグ（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200916-00000633-kytnews-l46&source=rss,2020-09-16T10:43:54.000Z,　天文館に１６日、鹿児島弁で書かれたユニークなメッセージフラッグが設置された。天文館に設置された１３枚のメッセージフラッグ。全て鹿児島弁で新型コロナに関連したメッセージが書かれている。　厳しい状況が,鹿児島県
,鹿児島読売テレビ,屋久島町　出張旅費の一部を町職員も着服（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200916-00000257-kytnews-l46&source=rss,2020-09-16T02:51:03.000Z,　屋久島町の町長らが、出張旅費の一部を着服していた問題で、新たに町の職員も出張旅費の一部を着服していたことがわかった。　出張旅費の一部を着服していたのは、屋久島町の一般職員４人だ。役場によると、平,鹿児島県
,鹿児島読売テレビ,新立憲民主党　専門家「政治に緊張生む」（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200915-00000670-kytnews-l46&source=rss,2020-09-15T10:42:14.000Z,　自民党に対抗する勢力として、立憲民主党と国民民主党などが合流し、新しい立憲民主党が１５日に誕生した。１５０人を擁する野党第１党の誕生に専門家は政治に緊張感をもたらすことができると期待を寄せている。,鹿児島県
,鹿児島読売テレビ,かごしま国体２０２３年開催へ　観光業は…（鹿児島県）(ＫＹＴ鹿児島読売テレビ),https://headlines.yahoo.co.jp/hl?a=20200915-00000656-kytnews-l46&source=rss,2020-09-15T10:33:45.000Z,　新型コロナウイルスの影響で延期されたかごしま国体、かごしま大会の２０２３年の開催が事実上、固まった。大きく落ち込んだ観光業も待ち焦がれた吉報に沸いている。　滋賀県の三日月知事は１５日の県議会で「令,鹿児島県
