種別,提供元,タイトル,リンク,発行日時,サマリ,エリア(都道府県)
,北海道新聞,核ごみ候補地「数十に」　鈴木・北海道知事、梶山経産相に要望(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200918-00010000-doshin-hok&source=rss,2020-09-17T21:11:45.000Z,　鈴木直道知事が、原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定を巡る4日の梶山弘志経済産業相との会談で、国が事前に本格調査を行うべき候補地を数十程度の市町村に絞り込むべきだと要望したこ,北海道
,北海道新聞,絶滅危惧種アカウミガメ、サケ定置網に　道東・白糠、体長70センチ　漁師ら体磨き、海に放つ(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200917-00010002-doshin-hok&source=rss,2020-09-17T07:02:37.000Z,　【白糠】白糠恋問沖約2キロの秋サケ定置網に、環境省の絶滅危惧種に指定されているアカウミガメが掛かった。漁業者の間ではカメは長寿という理由から縁起物とされてきた。不漁が続く中、漁師たちは漁獲量の回復を,北海道
,北海道新聞,セコマ顧客満足度　5年連続1位　全国コンビニ部門　品質・コスパ評価(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200917-00010001-doshin-hok&source=rss,2020-09-17T01:10:31.000Z,　産学官で組織するサービス産業生産性協議会（東京）が16日発表した2020年度の顧客満足度調査のコンビニエンスストア部門で、セコマ（札幌）が運営する「セイコーマート」が5年連続首位となった。同協議会は,北海道
,北海道新聞,秘密裏の準備、反発広がる　核ごみ請願、継続審議　北海道・神恵内(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200917-00010000-doshin-hok&source=rss,2020-09-16T21:04:56.000Z,　【神恵内】原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定に向けた文献調査について、後志管内神恵内村に応募検討を求める村商工会（上田道博会長）の請願について村議会が16日、定例村議会中の,北海道
,北海道新聞,割増率60％の商品券、複数が100万円超購入　一時上限撤廃、全町民に周知せず　北海道・長沼(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200916-00010003-doshin-hok&source=rss,2020-09-16T07:35:36.000Z,　【長沼】新型コロナウイルスの経済対策で町などが発行した割増率60％のプレミアム商品券を巡り、発売後に1世帯当たりの購入上限を一時撤廃し、複数人に1人当たり100万円以上の大量販売をしていたことが15,北海道
,北海道新聞,道産ソバ在庫、過去最大に　コロナ禍で需要激減　きたそらち農協は買い手探しに奔走(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200916-00010002-doshin-hok&source=rss,2020-09-16T02:09:19.000Z,　【深川、幌加内】新ソバの収穫期を迎える中、取扱量全国一のきたそらち農協（本所・深川市）で殻付きソバの実（玄ソバ）の在庫が過去最大規模に膨れ上がっている。コロナ禍の影響で取引先である首都圏のそば店が相,北海道
,北海道新聞,オスプレイ、また千歳に着陸　事前通告なし、8月以来(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200916-00010001-doshin-hok&source=rss,2020-09-16T00:58:46.000Z,　【千歳】15日午後6時40分ごろ、米空軍の輸送機「オスプレイ」1機が千歳市の航空自衛隊千歳基地に着陸し、約50分後に離陸した。米軍から道や千歳市に対し、北海道防衛局を通じた事前通告はなかった。同局は,北海道
,北海道新聞,「処分場で人と雇用を」　神恵内、16日核ごみ審議　人口減に危機感「村なくなる」(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200916-00010000-doshin-hok&source=rss,2020-09-15T21:12:16.000Z,　【神恵内】原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定に向けた文献調査について、商工会が村に対して応募検討を求める動きが表面化した後志管内神恵内村。同管内寿都町では町長自らが旗振り役,北海道
,北海道新聞,北海道・日高の名馬、カードに　G1など制した30頭　町内の温泉など利用者に無料配布(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200915-00010002-doshin-hok&source=rss,2020-09-15T08:02:16.000Z,　【日高】日高管内日高町や日高町商工会などでつくる日高町地場産品推進協議会は、町内産の競走馬で国内のG1レースを制した30頭の雄姿をあしらったオリジナルカードを作成した。15日から町内の飲食店と温泉施,北海道
,北海道新聞,道知事の「後ろ盾」、首相就任へ　国政とのパイプより太く　核ごみ問題…道政への影響に懸念も(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200915-00010001-doshin-hok&source=rss,2020-09-15T02:20:58.000Z,　新首相就任が確実となった菅義偉官房長官は、鈴木直道知事の「後ろ盾」となってきた人物でもある。菅氏は夕張市の財政破綻時の総務相で、知事は前任の夕張市長時代に財政再建などで相談を重ねたほか、知事選でも強,北海道
,北海道新聞,核ごみ応募　住民投票せず　寿都町長　議会で表明(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200915-00010000-doshin-hok&source=rss,2020-09-14T22:06:09.000Z,　【寿都】原発から出る高レベル放射性廃棄物（核のごみ）の処分場選定に向けた文献調査応募を検討する後志管内寿都町の片岡春雄町長は14日の定例町議会一般質問で「産業団体とも改めて協議をしながら、議会の中で,北海道
,北海道新聞,＜弁護士に聞く＞コロナ禍で広がるテレワーク　労働者・会社の双方が気をつけるポイントは？(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200914-00010001-doshin-life&source=rss,2020-09-14T08:10:51.000Z,　新型コロナウイルスの影響でテレワークをする人が増えています。国も企業に対し社員のテレワーク拡大を呼びかけていますが、必要な備品類の準備や在宅でかかる経費など、分からないこともたくさんあります。テレワ,北海道
,北海道新聞,年金減額、消費増税、非正規雇用増…　生活弱者、一層苦しく　安倍政権7年8カ月(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200914-00010000-doshin-hok&source=rss,2020-09-13T21:05:33.000Z,　公的年金の減額や消費税増税、非正規雇用の急増―。2012年12月に誕生し、歴代最長となった第2次安倍政権の政策は、道民の暮らしにどう影響したのか。高齢になっても働かざるを得ない年金受給者や、正社員に,北海道
,北海道新聞,メェ～ずらしい三つ子ヤギ　旭川の牧場　獣医も「初めて」(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200913-00010004-doshin-hok&source=rss,2020-09-13T03:06:38.000Z,　旭川市東鷹栖の桝沢良和さん（66）の牧場で三つ子のヤギが生まれた。ヤギの出産は1回に1～2匹が多く、3匹生まれるのは珍しいという。赤ちゃんは雄1匹、雌2匹で、愛くるしい姿を見せている。　母親のヤ,北海道
,北海道新聞,牛の顔みたい？ 変わり種ジャガイモ　酪農の町・北海道別海の吉田さん収穫(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200913-00010003-doshin-hok&source=rss,2020-09-13T03:04:19.000Z,　【別海】町内の家庭菜園で育てたジャガイモを掘ったところ、牛の顔に似たイモが出てきて、近所の話題になっている。　別海川上町に住む吉田勲さん（77）が、近所の菜園でレッドムーンという品種のイモを3日,北海道
,北海道新聞,テニス大坂選手が全米制覇　根室の祖父「本当にうれしい。びっくり」(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200913-00010002-doshin-hok&source=rss,2020-09-13T02:13:40.000Z,　【根室】テニスの全米オープン女子シングルスで2年ぶりに優勝した大坂なおみ選手の祖父で、根室漁協組合長の大坂鉄夫さん（75）は13日、四大大会で3度目の頂点に立った孫の快挙に「本当にうれしい。びっくり,北海道
,北海道新聞,北海道の厚真町は「あつま」「あづま」どっち？　読み方混在、武四郎の時代から(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200913-00010001-doshin-hok&source=rss,2020-09-13T02:03:45.000Z,　【厚真】胆振管内厚真町の読み方は「あつま」？　それとも「あづま」？―。胆振東部地震の取材で、町内を流れる厚真川の読み方が「あつまがわ」ではなく「あづまがわ」だと知った。町職員も「町名は『あつま』なの,北海道
,北海道新聞,夜のススキノ、タクシー悲鳴　「ドル箱」がコロナで一転、稼ぎ激減(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200913-00010000-doshin-hok&source=rss,2020-09-12T21:06:35.000Z,　タクシー運転手にとって「ドル箱」だった夜の札幌・ススキノが、コロナ禍で「稼げない街」に様変わりした。かつては酔客の長距離輸送や深夜の割増料金を期待できたが、歓楽街に繰り出す人が激減し、クラスター（感,北海道
,北海道新聞,橋本五輪相の留任有力　来夏開催実現に向け(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200912-00010001-doshin-pol&source=rss,2020-09-12T02:32:18.000Z,　安倍晋三首相の後継を決める自民党総裁選（14日投開票）で菅義偉官房長官（71）が選出された場合、橋本聖子五輪相（55）の留任が有力になった。政府関係者によると、来夏の東京五輪の実現に向け、引き続き陣,北海道
,北海道新聞,核ごみ請願　北海道神恵内村議会、採択の公算大　「あまりに拙速」の声も(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200912-00010000-doshin-hok&source=rss,2020-09-11T22:05:44.000Z,　【神恵内】原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定に向けた文献調査について後志管内神恵内村の神恵内村商工会（上田道博会長）が村の応募検討を求めて、村議会（定数8）に提出した請願に,北海道
,北海道新聞,自民総裁選、道連3票の行方に不透明感　役員会が決定、党員に不満相次ぐ　「意向調査いらぬ」「いつも密室」(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200911-00010003-doshin-hok&source=rss,2020-09-11T07:34:52.000Z,　自民党総裁選で党道連に配分された3票の投票先の決め方について、党員・党友から疑問視する声が相次いでいる。道連は党員・党友の意向調査を行っているが、道連分の投票先は最終的に役員会で決めるため、意向がど,北海道
,北海道新聞,サンマ水揚げ8割減　根室・花咲港　解禁1カ月　影響、加工業にも(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200911-00010002-doshin-hok&source=rss,2020-09-11T06:10:40.000Z,　【根室】道東沖サンマ漁の主力となる棒受け網漁が10日、解禁から1カ月たった。全国の水揚げ量の大半を占める根室・花咲港では前年同期の8割減と記録的不漁だった昨年を大きく下回る厳しい漁模様だ。不漁とそれ,北海道
,北海道新聞,神恵内村長「関心持ち見守る」　核ごみ調査、応募の動きで会見(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200911-00010001-doshin-hok&source=rss,2020-09-11T02:44:06.000Z,　【神恵内】原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定に向けた文献調査について、後志管内神恵内村の高橋昌幸村長は11日、村役場で記者会見し、神恵内村商工会（上田道博会長）が村の応募検,北海道
,北海道新聞,北海道・神恵内も応募の動き　核ごみ調査　商工会が議会に請願(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200911-00010000-doshin-hok&source=rss,2020-09-10T21:05:05.000Z,　【神恵内】原発から出る高レベル放射性廃棄物（核のごみ）の最終処分場選定に向けた文献調査について、後志管内神恵内村の神恵内村商工会（上田道博会長）が、村の応募検討を求める請願を村議会に提出していたこと,北海道
,北海道新聞,札幌中心部の一等地、ビル建て替え計画　「道銀」24年度にも着手　隣地と再開発検討(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200910-00010001-doshin-hok&source=rss,2020-09-10T02:11:13.000Z,　北海道銀行本店などが入る「道銀ビルディング」（札幌市中央区大通西4）を所有する平和不動産（東京）が、2024年度にも同ビルの建て替えに着手することが分かった。30年ごろの完成を目指す。西側に隣接する,北海道
,北海道新聞,乗客がマスク着用拒否　ピーチ機臨時着陸　航空各社　対応に苦慮(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200910-00010000-doshin-hok&source=rss,2020-09-09T21:12:17.000Z,　新型コロナウイルスの感染対策で、航空各社はマスク着用の対応に苦慮する。機内での着用を乗客に強く求めているが、あくまで義務ではなく要請にとどまる。7日には釧路空港発のピーチ・アビエーション機内で着用を,北海道
,北海道新聞,ニセコ「ワーケーション」、コロナ禍で拡大　仕事はテレワーク　オフは自然や温泉、観光楽しむ　地元は長期滞在に期待(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200909-00010001-doshin-hok&source=rss,2020-09-09T02:37:36.000Z,　【倶知安、ニセコ】ニセコ地域のリゾートエリアで今夏、仕事と観光を兼ねて滞在する「ワーケーション」に取り組む人の姿が目立ち始めた。新型コロナウイルスの感染拡大で、オフィスに行かずに働くテレワークが浸透,北海道
,北海道新聞,ニセコ高、全国募集へ　来年度入試から　観光の担い手育成(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200909-00010000-doshin-soci&source=rss,2020-09-08T21:13:18.000Z,　【ニセコ】後志管内ニセコ町教委は、町立ニセコ高の生徒を2021年度入試から全国で募集する方針を固めた。国際的なリゾートとして成長する中、全国から観光業の担い手を集め、生徒数の減少に歯止めをかけるのが,北海道
,北海道新聞,札幌駅で道外土産販売　15日から「東京ばな奈」／「博多通りもん」は完売　道キヨスク、地元客に活路(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200908-00010002-doshin-hok&source=rss,2020-09-08T10:01:41.000Z,　北海道キヨスク（札幌）が、新型コロナウイルスの感染拡大で運営する土産店の売り上げが減る中、従来は扱ってこなかった道外土産の販売に活路を見いだそうとしている。道外土産の販売は7月中旬から始め、入荷すぐ,北海道
,北海道新聞,ススキノ感染店リスト流出、札幌市の内部調査難航　詳細な説明、謝罪せず(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200908-00010001-doshin-hok&source=rss,2020-09-08T02:02:24.000Z,　新型コロナウイルスの感染者が確認されるなどした札幌・ススキノ地区の店舗リストが外部流出した問題が明らかになり1カ月が経過するが、作成した札幌市の内部調査が難航している。対象となるメールの送信履歴など,北海道
,北海道新聞,議員の喫煙調査申し入れ　議連、9日に衆参議長に(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200908-00010000-doshin-pol&source=rss,2020-09-07T21:08:55.000Z,　国会議員が法で禁じられた議員会館の事務所（自室）で喫煙している問題で、超党派の「国際基準のタバコ対策を推進する議員連盟」（会長・尾辻秀久元参院副議長）が、実態調査と違反者への厳正な対処を9日に衆参両,北海道
,北海道新聞,高校テニス「最後の全国大会」実現　コロナ禍、3年生対象　強豪・札幌藻岩高のOB企画(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200907-00010002-doshin-hok&source=rss,2020-09-07T09:00:03.000Z,　高校テニスの強豪・札幌藻岩高OBが企画した全国大会（11月・群馬県高崎市）の地方予選が各地で始まり、6日には札幌手稲稲積公園コートで道予選が開かれた。新型コロナウイルスの影響で集大成の舞台を奪われた,北海道
,北海道新聞,ダム湖底　懐かしの炭都夕張　渇水期、初の散策イベント(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200907-00010001-doshin-hok&source=rss,2020-09-07T02:06:34.000Z,　【夕張】夕張シューパロダムのダム湖に沈んだ夕張市鹿島地区を散策する初のイベントが6日、開かれた。夏の渇水期になると湖底から地区が姿を現すことに着目したイベントで、市内外の約1600人が旧三菱大夕張鉄,北海道
,北海道新聞,胆振東部地震2年　亡き家族へ「前向くよ」　37人犠牲の厚真(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200907-00010000-doshin-hok&source=rss,2020-09-06T20:32:06.000Z,　【厚真】2年前の胆振東部地震で37人が犠牲となった胆振管内厚真町。遺族たちは悲しみの中で、さまざまな思いと向き合ってきた。地震から2年となった6日。亡き家族に思いを寄せながら、これからも刻まれていく,北海道
,北海道新聞,「沖縄振興、基地と関連」　菅氏の発言「明白な脅し」　辺野古反対派が憤り(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200906-00010003-doshin-pol&source=rss,2020-09-06T08:06:02.000Z,　沖縄振興と基地問題は結果的にリンク（関連）している―。自民党総裁選に立候補を表明し、沖縄基地負担軽減担当相も兼任する菅義偉官房長官の記者会見での発言が波紋を広げている。政府は沖縄振興は基地問題と関係,北海道
,北海道新聞,グラップラー刃牙、コロナ禍の阿寒湖温泉救う　釧路出身漫画家・板垣さん使用快諾　CF返礼品や原画展(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200906-00010002-doshin-hok&source=rss,2020-09-06T04:01:45.000Z,　【阿寒湖温泉】釧路市出身の漫画家板垣恵介さんの人気格闘漫画「グラップラー刃牙（ばき）」が、新型コロナウイルスの影響で窮地に立つ同市阿寒湖温泉の救世主となっている。温泉街の店舗の運営資金を募るクラウド,北海道
,北海道新聞,白毛馬ソダシ、初の芝重賞制す　札幌2歳ステークス(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200906-00010001-doshin-hok&source=rss,2020-09-06T02:29:51.000Z,　第55回札幌2歳ステークス（5日・札幌11R1800メートル芝14頭、G3）2番人気で白毛の牝馬ソダシ（吉田隼人騎乗）が2歳のコースレコードとなる1分48秒2で優勝し、重賞初制覇を飾った。　毛色,北海道
,北海道新聞,北方領土　安倍首相の遺産「2島も困難」　1強政権、楽観論で突き進む(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200906-00010000-doshin-pol&source=rss,2020-09-05T21:05:20.000Z,　旧ソ連による北方領土の占領完了から5日で75年。領土問題に「終止符を打つ」と繰り返してきた安倍晋三首相が手にした「成果」は、「今のロシアは2島さえ引き渡す意思はない」（外交筋）ことが明らかになったと,北海道
,北海道新聞,道東道のあおり運転書類送検へ　改正道交法、高速道で全国初適用(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200905-00010003-doshin-hok&source=rss,2020-09-05T03:51:28.000Z,　北海道上川管内占冠村の道東道で、走行を妨害する目的でブレーキをかけて後続車両を停止させたとして、北海道警が近く、道交法違反（あおり運転・著しい危険）の疑いで、札幌市の50代の会社員の男を書類送検する,北海道
,北海道新聞,酸欠？イワシ大量死　函館ベイエリア(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200905-00010002-doshin-hok&source=rss,2020-09-05T01:39:21.000Z,　【函館】函館港内で大量のイワシの死骸が見つかり、海面に浮かんだままの状態が続いている。市は4日までに33トンを回収したものの、作業が完了する見通しは立っていない。原因ははっきりしていないが、専門家は,北海道
,北海道新聞,ヒグマ食害クッキリ　頭抱える農家(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200905-00010001-doshin-hok&source=rss,2020-09-05T00:41:02.000Z,　北海道北見市西相内のデントコーン畑2．2ヘクタールで8月初旬から発生しているヒグマによる食害の状況を上空から撮影した。　ヒグマは農作物の中でも甘みのあるものを好んで食べ、デントコーンやビートがよ,北海道
,北海道新聞,北海道、電源分散道半ば　ブラックアウト6日で2年(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200905-00010000-doshin-hok&source=rss,2020-09-04T21:07:59.000Z,　胆振東部地震に伴う道内全域停電（ブラックアウト）から6日で丸2年を迎える。発生要因とされる電源一極集中の解消に向け、一部自治体や企業は分散化構想を掲げたが、その多くは今も実現していない。停電時も特定,北海道
,北海道新聞,東南アジアや本州で生息　アカギカメムシ、道内上陸　温暖化で北上か　越冬困難「生態系に影響せず」(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200904-00010003-doshin-hok&source=rss,2020-09-04T10:04:33.000Z,　主に東南アジアに生息し、近年は温暖化の影響で本州などにも分布を広げる昆虫アカギカメムシが今年8月中旬以降、道南を中心に相次いで見つかった。北海道博物館（札幌）によると、複数の目撃情報が寄せられたのは,北海道
,北海道新聞,菅氏支持派に早期解散論　政権発足の「ご祝儀」狙い(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200904-00010002-doshin-pol&source=rss,2020-09-04T02:09:56.000Z,　自民党総裁選で優位に立つ菅義偉官房長官が、首相就任後に早期の衆院解散に踏み切るとの観測が党内で流れている。新政権発足による支持率の「ご祝儀相場」が選挙戦の追い風になるとの見立てだ。菅氏は3日、新型コ,北海道
,北海道新聞,感染者情報　増える非公表　北海道・札幌市は本人の同意前提(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200904-00010001-doshin-hok&source=rss,2020-09-03T21:10:36.000Z,　道や札幌市が毎日公表している新規感染者の概要について、年代や性別、症状などを「非公表」とする例が相次いでいる。道と札幌市は共に「本人の同意が得られない」ことを理由とするが、8月の新規感染者のうち、年,北海道
,北海道新聞,迫る仮設住宅入居期限、「延長望む」42％　胆振東部地震2年、被災3町アンケート　自宅に戻れぬ現状浮き彫り(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200903-00010002-doshin-hok&source=rss,2020-09-03T08:19:20.000Z,　2018年9月6日の胆振東部地震の発生から2年を前に、北海道新聞は胆振管内厚真、安平、むかわの3町の仮設住宅で暮らす住民にアンケートを行った。まもなく訪れる原則2年の仮設住宅の入居期限について「延長,北海道
,北海道新聞,札幌と周辺で毎夏カラス集団死　外傷なし、鳥インフル陰性　家庭ごみ食べ中毒か(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200903-00010001-doshin-hok&source=rss,2020-09-03T02:34:00.000Z,　札幌市西区二十四軒の「すずらん公園」でカラス5羽が死んでいるのが、1日早朝に見つかった。石狩振興局によると、鳥インフルエンザウイルスは検出されなかった。石狩管内ではカラスの集団死が毎夏、確認されてお,北海道
,北海道新聞,検索削除訴訟　原告男性、取り下げ　グーグルが逮捕歴消す(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200903-00010000-doshin-hok&source=rss,2020-09-02T21:11:08.000Z,　インターネット検索サイト「グーグル」の検索結果に逮捕歴が表示され、プライバシーを侵害されたとして、道内に住んでいた男性が米グーグルに削除などを求めた訴訟の控訴審で、男性は2日、札幌高裁への訴えを取り,北海道
,北海道新聞,北大学長予定者に宝金氏　文科相任命へ(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200902-00010004-doshin-hok&source=rss,2020-09-02T11:56:24.000Z,　前学長解任に伴う北大の次期学長選は2日、学内外の委員で構成する学長選考会議（石山喬議長・日本軽金属ホールディングス元会長）が開かれ、8月の学内意向投票で最多票を獲得した宝金（ほうきん）清博・保健科学,北海道
,北海道新聞,タイのホテル、国内初進出　倶知安「四季ニセコ」継承(北海道新聞),https://headlines.yahoo.co.jp/hl?a=20200902-00010003-doshin-hok&source=rss,2020-09-02T08:03:17.000Z,　【倶知安】ニセコ地域の後志管内倶知安町にあるホテル「四季ニセコ」は2日、タイのホテル運営会社が手掛ける「チャトリウムニセコ」としてリニューアルオープンする。同社はタイやミャンマーでリゾートを運営して,北海道
,青森放送,ご来光をライブ配信　岩木山のお山参詣（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200917-00000535-rab-l02&source=rss,2020-09-17T08:56:54.000Z,　岩木山のお山参詣は１７日「朔日山」を迎えましたが今年は感染防止のため登山の自粛が求められました。　岩木山神社は代わりに初の「ご来光のライブ配信」を行いました。　岩木山のお山参詣は旧暦の８月１,青森県
,青森放送,修学旅行中止　中学校４割近く（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200917-00000536-rab-l02&source=rss,2020-09-17T08:56:48.000Z,　新型コロナウイルスの影響です。　県が行ったアンケート調査で県内の中学校の４割近くが今年度の修学旅行を中止したことがわかりました。　これは県が県議会の常任委員会で説明し明らかにしたものです。,青森県
,青森放送,複合商業施設ＴＨＲＥＥ　２０２３年春オープン（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200917-00000537-rab-l02&source=rss,2020-09-17T08:56:39.000Z,　青森市にある旧中三青森店一帯の再開発事業の詳細が発表されました。　商業エリアとマンションからなる地上１４階建ての複合商業施設「ＴＨＲＥＥ」が２０２３年春にオープンします。★ＭｉＫ営業企画室　,青森県
,青森放送,ご来光　ライブ配信　お山参詣　朔日山（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200917-00000286-rab-l02&source=rss,2020-09-17T02:52:05.000Z,　岩木山神社は新型コロナウイルスの感染を防ぐためお山参詣の「朔日山」で登山の自粛を求めた代わりにご来光のライブ配信を行いました。　岩木山のお山参詣は旧暦の８月１日にあたる１７日がご来光を拝む「朔,青森県
,青森放送,父親殺害　逮捕の息子「問題を解決したかった」（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200916-00000557-rab-l02&source=rss,2020-09-16T09:28:20.000Z,　１４日つがる市の住宅で高校生の息子が父親の首を刺して殺害した事件です。　息子は「自分の問題を解決したかった」という趣旨の供述をしているということです。　警察は逮捕容疑を殺人未遂から殺人に切り,青森県
,青森放送,縄文遺跡群　現地調査終了　文化庁「一定の理解得られた」（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200916-00000518-rab-l02&source=rss,2020-09-16T09:24:58.000Z,　北海道・北東北の縄文遺跡群が世界遺産にふさわしいかどうかを評価するための現地調査が１５日終わりました。　文化庁の担当者は「一定の理解を得られたのではないか」と手応えをにじませました。　文化庁,青森県
,青森放送,八戸アパート火事　女性１人搬送（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200916-00000259-rab-l02&source=rss,2020-09-16T03:15:40.000Z,１６日未明、八戸市のアパートで部屋の一部を焼く火事があり、この部屋に住む女性１人が意識不明の状態で救急搬送されました。１６日午前０時過ぎ、八戸市下長３丁目の２階建てアパートで１階の部屋から火が出ま,青森県
,青森放送,父親は家の中で襲われたか（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200916-00000258-rab-l02&source=rss,2020-09-16T02:44:53.000Z,１４日、つがる市の住宅で高校生の息子が父親の首を刺して死亡させた事件で、父親は家の中で襲われ、外に逃げた可能性が高いことが捜査関係者への取材で分かりました。この事件は１４日、１６歳の高校生の息子が,青森県
,青森放送,父親の死因は失血死（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200915-00000723-rab-l02&source=rss,2020-09-15T12:51:36.000Z,つがる市の住宅で高校生の息子が父親の首を刺して死亡させた事件で、父親の遺体を司法解剖した結果死因は失血死でした。父親が刺されたつがる市の住宅では事件から一夜明けた１５日も朝から警察の鑑識活動が行わ,青森県
,青森放送,父親刺した息子　おとなしい印象（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200915-00000530-rab-l02&source=rss,2020-09-15T09:16:27.000Z,　１４日つがる市の住宅で父親を包丁で刺して現行犯逮捕された高校生の息子についてです。　高校の関係者は逮捕された息子についておとなしいという印象を持ち事件について驚いていました。★青森放送　葛西,青森県
,青森放送,老人の日　県内１００歳以上　過去最多（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200915-00000531-rab-l02&source=rss,2020-09-15T09:11:14.000Z,　１５日は老人の日です。　県内に住む１００歳以上のお年寄りは６８５人とこれまでで最も多くなっています。　県によりますと９月１日現在、県内に住む１００歳以上のお年寄りは６８５人です。　これは過,青森県
,青森放送,つがるロマン・まっしぐら　コメの前払い金　６年ぶり減額（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200915-00000529-rab-l02&source=rss,2020-09-15T09:02:23.000Z,　全農県本部はコメ農家への前払い金の今年の目安を示しました。　「青天の霹靂」の金額は据え置かれましたが主力品種の「つがるロマン」と「まっしぐら」はともに去年より８００円引き下げられ６年ぶりの減額とな,青森県
,青森放送,父親刺した包丁は家の中で発見（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200915-00000270-rab-l02&source=rss,2020-09-15T02:44:24.000Z,１４日、つがる市の住宅で父親を包丁で刺して現行犯逮捕された高校生の息子は警察官が駆けつけた時、家の中におり、凶器とみられる包丁も家の中で見つかっていたことが分かりました。父親が刺されたつがる市の住,青森県
,青森放送,父親を刺した息子　殺人容疑に切り替え捜査へ（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200914-00000659-rab-l02&source=rss,2020-09-14T12:42:55.000Z,　１４日午後、つがる市で父親を包丁で刺した高校生の息子が殺人未遂の現行犯で逮捕されました。　父親が搬送先の病院で亡くなったことから警察は今後、殺人容疑に切り替えて捜査する方針です。★通報した人,青森県
,青森放送,自民党　菅新総裁　県民は…（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200914-00000555-rab-l02&source=rss,2020-09-14T10:15:37.000Z,　自民党の新しい総裁に菅義偉官房長官が選出されました。　県民からは新型コロナウイルス対策や落ち込んだ経済の建て直しに期待と注文の声が聞かれました。　自民党の総裁選挙は東京で行われ菅義偉官房長官,青森県
